SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
157,12,086,70075,00000,00000,Surfside town,Florida,5744,5743,5759,5879
157,12,086,70345,00000,00000,Sweetwater city,Florida,13499,19952,20004,20424
157,12,086,74575,00000,00000,Virginia Gardens village,Florida,2375,2375,2381,2431
157,12,086,76525,00000,00000,West Miami city,Florida,5965,5965,5980,6105
157,12,086,99990,00000,00000,Balance of Miami-Dade County,Florida,1109589,1103136,1106049,1128881
050,12,087,00000,00000,00000,Monroe County,Florida,73090,73090,73204,73873
157,12,087,34132,00000,00000,"Islamorada, Village of Islands village",Florida,6119,6119,6128,6184
157,12,087,36325,00000,00000,Key Colony Beach city,Florida,797,797,798,806
157,12,087,36550,00000,00000,Key West city,Florida,24649,24649,24687,24909
157,12,087,39725,00000,00000,Layton city,Florida,184,184,185,186
157,12,087,43000,00000,00000,Marathon city,Florida,8297,8297,8310,8387
157,12,087,99990,00000,00000,Balance of Monroe County,Florida,33044,33044,33096,33401
050,12,089,00000,00000,00000,Nassau County,Florida,73314,73314,73505,74195
157,12,089,09700,00000,00000,Callahan town,Florida,1123,1123,1126,1136
157,12,089,22175,00000,00000,Fernandina Beach city,Florida,11487,11487,11517,11624
157,12,089,30750,00000,00000,Hilliard town,Florida,3086,3086,3094,3123
157,12,089,99990,00000,00000,Balance of Nassau County,Florida,57618,57618,57768,58312
050,12,091,00000,00000,00000,Okaloosa County,Florida,180822,180822,180801,183482
157,12,091,12325,00000,00000,Cinco Bayou town,Florida,383,383,383,389
157,12,091,15475,00000,00000,Crestview city,Florida,20978,20978,20976,21284
157,12,091,17325,00000,00000,Destin city,Florida,12305,12305,12303,12489
157,12,091,24475,00000,00000,Fort Walton Beach city,Florida,19507,19507,19505,19793
157,12,091,39650,00000,00000,Laurel Hill city,Florida,537,537,537,545
157,12,091,43375,00000,00000,Mary Esther city,Florida,3851,3851,3851,3910
157,12,091,48750,00000,00000,Niceville city,Florida,12749,12749,12748,12941
157,12,091,65425,00000,00000,Shalimar town,Florida,717,717,717,728
157,12,091,73675,00000,00000,Valparaiso city,Florida,5036,5036,5036,5094
157,12,091,99990,00000,00000,Balance of Okaloosa County,Florida,104759,104759,104745,106309
050,12,093,00000,00000,00000,Okeechobee County,Florida,39996,39996,40043,40140
157,12,093,51200,00000,00000,Okeechobee city,Florida,5621,5621,5629,5641
157,12,093,99990,00000,00000,Balance of Okeechobee County,Florida,34375,34375,34414,34499
050,12,095,00000,00000,00000,Orange County,Florida,1145956,1145956,1148787,1169107
157,12,095,01700,00000,00000,Apopka city,Florida,41542,41604,41709,42467
157,12,095,04150,00000,00000,Bay Lake city,Florida,47,47,47,48
157,12,095,05300,00000,00000,Belle Isle city,Florida,5988,5988,6004,6111
157,12,095,19650,00000,00000,Eatonville town,Florida,2159,2159,2163,2199
157,12,095,19900,00000,00000,Edgewood city,Florida,2503,2503,2509,2555
157,12,095,37625,00000,00000,Lake Buena Vista city,Florida,10,10,10,10
157,12,095,42575,00000,00000,Maitland city,Florida,15751,15751,15792,16076
157,12,095,50525,00000,00000,Oakland town,Florida,2538,2538,2545,2590
157,12,095,51075,00000,00000,Ocoee city,Florida,35579,35584,35674,36320
157,12,095,53000,00000,00000,Orlando city,Florida,238300,238304,238902,243195
157,12,095,78050,00000,00000,Windermere town,Florida,2462,2462,2469,2514
157,12,095,78250,00000,00000,Winter Garden city,Florida,34568,34577,34664,35287
157,12,095,78300,00000,00000,Winter Park city,Florida,27852,27852,27918,28398
157,12,095,99990,00000,00000,Balance of Orange County,Florida,736657,736577,738381,751337
050,12,097,00000,00000,00000,Osceola County,Florida,268685,268685,269742,276163
157,12,097,36950,00000,00000,Kissimmee city,Florida,59682,59682,59917,61346
157,12,097,62625,00000,00000,St. Cloud city,Florida,35183,35183,35322,36163
157,12,097,99990,00000,00000,Balance of Osceola County,Florida,173820,173820,174503,178654
050,12,099,00000,00000,00000,Palm Beach County,Florida,1320134,1320134,1322924,1335187
157,12,099,02500,00000,00000,Atlantis city,Florida,2005,2005,2009,2029
157,12,099,05200,00000,00000,Belle Glade city,Florida,17467,17467,17505,17667
157,12,099,07300,00000,00000,Boca Raton city,Florida,84392,84392,84566,85329
157,12,099,07875,00000,00000,Boynton Beach city,Florida,68217,68217,68361,68996
157,12,099,08575,00000,00000,Briny Breezes town,Florida,601,601,602,608
157,12,099,13050,00000,00000,Cloud Lake town,Florida,135,135,135,136
157,12,099,17100,00000,00000,Delray Beach city,Florida,60522,60522,60650,61209
157,12,099,26050,00000,00000,Glen Ridge town,Florida,219,219,219,220
157,12,099,26550,00000,00000,Golf village,Florida,252,252,252,255
157,12,099,27322,00000,00000,Greenacres city,Florida,37573,37573,37655,38009
157,12,099,28275,00000,00000,Gulf Stream town,Florida,786,786,788,795
157,12,099,29200,00000,00000,Haverhill town,Florida,1873,1873,1878,1896
157,12,099,30200,00000,00000,Highland Beach town,Florida,3539,3539,3547,3580
157,12,099,33150,00000,00000,Hypoluxo town,Florida,2588,2588,2593,2618
157,12,099,35850,00000,00000,Juno Beach town,Florida,3176,3176,3183,3213
157,12,099,35875,00000,00000,Jupiter town,Florida,55156,55276,55394,55911
157,12,099,35900,00000,00000,Jupiter Inlet Colony town,Florida,400,400,401,404
157,12,099,37800,00000,00000,Lake Clarke Shores town,Florida,3376,3376,3384,3415
157,12,099,38600,00000,00000,Lake Park town,Florida,8155,8155,8172,8248
157,12,099,39075,00000,00000,Lake Worth city,Florida,34910,34910,34984,35306
157,12,099,39375,00000,00000,Lantana town,Florida,10423,10423,10446,10543
157,12,099,41577,00000,00000,Loxahatchee Groves town,Florida,3180,3180,3186,3218
157,12,099,42700,00000,00000,Manalapan town,Florida,406,406,407,411
157,12,099,42900,00000,00000,Mangonia Park town,Florida,1888,1888,1893,1910
157,12,099,49600,00000,00000,North Palm Beach village,Florida,12015,12015,12040,12153
157,12,099,50950,00000,00000,Ocean Ridge town,Florida,1786,1786,1790,1806
157,12,099,53800,00000,00000,Pahokee city,Florida,5649,5649,5660,5712
157,12,099,54025,00000,00000,Palm Beach town,Florida,8348,8348,8366,8445
157,12,099,54075,00000,00000,Palm Beach Gardens city,Florida,48452,48452,48556,49010
157,12,099,54150,00000,00000,Palm Beach Shores town,Florida,1142,1142,1144,1155
157,12,099,54450,00000,00000,Palm Springs village,Florida,18928,18976,19016,19195
157,12,099,60975,00000,00000,Riviera Beach city,Florida,32488,32488,32556,32861
157,12,099,62100,00000,00000,Royal Palm Beach village,Florida,34140,34140,34213,34533
157,12,099,67175,00000,00000,South Bay city,Florida,4876,4876,4882,4911
157,12,099,67650,00000,00000,South Palm Beach town,Florida,1171,1171,1174,1185
157,12,099,71525,00000,00000,Tequesta village,Florida,5629,5629,5640,5693
157,12,099,75812,00000,00000,Wellington village,Florida,56508,56508,56629,57163
157,12,099,76600,00000,00000,West Palm Beach city,Florida,99919,99920,100128,101043
157,12,099,99990,00000,00000,Balance of Palm Beach County,Florida,587844,587675,588920,594396
050,12,101,00000,00000,00000,Pasco County,Florida,464697,464697,465536,466457
157,12,101,16125,00000,00000,Dade City city,Florida,6437,6437,6449,6461
157,12,101,48500,00000,00000,New Port Richey city,Florida,14911,14905,14932,14961
157,12,101,58600,00000,00000,Port Richey city,Florida,2671,2671,2675,2681
157,12,101,62775,00000,00000,St. Leo town,Florida,1340,1340,1340,1340
157,12,101,63375,00000,00000,San Antonio city,Florida,1138,1138,1140,1142
157,12,101,79225,00000,00000,Zephyrhills city,Florida,13288,13288,13312,13337
157,12,101,99990,00000,00000,Balance of Pasco County,Florida,424912,424918,425688,426535
050,12,103,00000,00000,00000,Pinellas County,Florida,916542,916542,916220,917398
157,12,103,05075,00000,00000,Belleair town,Florida,3869,3869,3867,3872
157,12,103,05100,00000,00000,Belleair Beach city,Florida,1560,1560,1559,1561
157,12,103,05125,00000,00000,Belleair Bluffs city,Florida,2031,2031,2030,2032
157,12,103,05150,00000,00000,Belleair Shore town,Florida,109,109,109,109
157,12,103,12875,00000,00000,Clearwater city,Florida,107685,107685,107648,107784
157,12,103,18575,00000,00000,Dunedin city,Florida,35321,35321,35308,35354
157,12,103,28175,00000,00000,Gulfport city,Florida,12029,12029,12026,12041
157,12,103,33625,00000,00000,Indian Rocks Beach city,Florida,4113,4113,4112,4117
157,12,103,33675,00000,00000,Indian Shores town,Florida,1420,1420,1420,1421
157,12,103,36175,00000,00000,Kenneth City town,Florida,4980,4980,4977,4984
157,12,103,39425,00000,00000,Largo city,Florida,77648,77649,77622,77723
157,12,103,42400,00000,00000,Madeira Beach city,Florida,4263,4263,4262,4267
157,12,103,49725,00000,00000,North Redington Beach town,Florida,1417,1417,1416,1418
157,12,103,51350,00000,00000,Oldsmar city,Florida,13591,13605,13600,13618
157,12,103,56975,00000,00000,Pinellas Park city,Florida,49079,49104,49087,49150
157,12,103,59725,00000,00000,Redington Beach town,Florida,1427,1427,1426,1428
157,12,103,59750,00000,00000,Redington Shores town,Florida,2121,2121,2120,2123
157,12,103,62425,00000,00000,Safety Harbor city,Florida,16884,16885,16880,16901
157,12,103,62885,00000,00000,St. Pete Beach city,Florida,9346,9346,9343,9355
157,12,103,63000,00000,00000,St. Petersburg city,Florida,244769,244769,244683,244997
157,12,103,64975,00000,00000,Seminole city,Florida,17233,17233,17227,17250
157,12,103,67675,00000,00000,South Pasadena city,Florida,4964,4964,4962,4968
157,12,103,71150,00000,00000,Tarpon Springs city,Florida,23484,23484,23477,23507
157,12,103,72325,00000,00000,Treasure Island city,Florida,6705,6705,6702,6711
157,12,103,99990,00000,00000,Balance of Pinellas County,Florida,270494,270453,270357,270707
050,12,105,00000,00000,00000,Polk County,Florida,602095,602095,602924,609492
157,12,105,02550,00000,00000,Auburndale city,Florida,13507,13507,13525,13675
157,12,105,03675,00000,00000,Bartow city,Florida,17298,17298,17321,17501
157,12,105,16450,00000,00000,Davenport city,Florida,2888,2895,2899,2931
157,12,105,18550,00000,00000,Dundee town,Florida,3717,3717,3723,3764
157,12,105,18875,00000,00000,Eagle Lake city,Florida,2255,2255,2259,2283
157,12,105,24100,00000,00000,Fort Meade city,Florida,5626,5626,5632,5696
157,12,105,24900,00000,00000,Frostproof city,Florida,2992,2992,2997,3030
157,12,105,28400,00000,00000,Haines City city,Florida,20535,20552,20579,20807
157,12,105,30325,00000,00000,Highland Park village,Florida,230,230,230,233
157,12,105,30700,00000,00000,Hillcrest Heights town,Florida,254,254,254,257
157,12,105,37525,00000,00000,Lake Alfred city,Florida,5015,5015,5023,5077
157,12,105,37975,00000,00000,Lake Hamilton town,Florida,1231,1231,1233,1247
157,12,105,38250,00000,00000,Lakeland city,Florida,97422,97419,97551,98589
157,12,105,38950,00000,00000,Lake Wales city,Florida,14225,14225,14245,14399
157,12,105,47200,00000,00000,Mulberry city,Florida,3817,3818,3824,3867
157,12,105,57950,00000,00000,Polk City town,Florida,1562,1562,1564,1580
157,12,105,78275,00000,00000,Winter Haven city,Florida,33874,33874,33920,34291
157,12,105,99990,00000,00000,Balance of Polk County,Florida,375647,375625,376145,380265
050,12,107,00000,00000,00000,Putnam County,Florida,74364,74366,74283,74041
157,12,107,15375,00000,00000,Crescent City city,Florida,1577,1577,1576,1571
157,12,107,33900,00000,00000,Interlachen town,Florida,1403,1403,1401,1396
157,12,107,53875,00000,00000,Palatka city,Florida,10558,10558,10547,10514
157,12,107,58025,00000,00000,Pomona Park town,Florida,912,912,911,908
157,12,107,75750,00000,00000,Welaka town,Florida,701,701,700,698
157,12,107,99990,00000,00000,Balance of Putnam County,Florida,59213,59215,59148,58954
050,12,109,00000,00000,00000,St. Johns County,Florida,190039,190039,191242,195823
157,12,109,29100,00000,00000,Hastings town,Florida,580,580,584,598
157,12,109,43250,00000,00000,Marineland town (pt.),Florida,0,0,0,0
157,12,109,62500,00000,00000,St. Augustine city,Florida,12975,12975,13051,13336
157,12,109,62525,00000,00000,St. Augustine Beach city,Florida,6176,6176,6215,6366
157,12,109,99990,00000,00000,Balance of St. Johns County,Florida,170308,170308,171392,175523
050,12,111,00000,00000,00000,St. Lucie County,Florida,277789,277789,278732,280379
157,12,111,24300,00000,00000,Fort Pierce city,Florida,41590,41606,41746,41993
157,12,111,58715,00000,00000,Port St. Lucie city,Florida,164603,164603,165166,166149
157,12,111,62800,00000,00000,St. Lucie Village town,Florida,590,590,592,595
157,12,111,99990,00000,00000,Balance of St. Lucie County,Florida,71006,70990,71228,71642
050,12,113,00000,00000,00000,Santa Rosa County,Florida,151372,151372,152020,154104
157,12,113,28000,00000,00000,Gulf Breeze city,Florida,5763,5763,5788,5870
157,12,113,35425,00000,00000,Jay town,Florida,533,533,536,543
157,12,113,45750,00000,00000,Milton city,Florida,8826,8826,8864,8984
157,12,113,99990,00000,00000,Balance of Santa Rosa County,Florida,136250,136250,136832,138707
050,12,115,00000,00000,00000,Sarasota County,Florida,379448,379448,380043,382213
157,12,115,41150,00000,00000,Longboat Key town (pt.),Florida,4490,4490,4498,4523
157,12,115,49675,00000,00000,North Port city,Florida,57357,57357,57448,57780
157,12,115,64175,00000,00000,Sarasota city,Florida,51917,51983,52060,52341
157,12,115,73900,00000,00000,Venice city,Florida,20748,20748,20780,20897
157,12,115,99990,00000,00000,Balance of Sarasota County,Florida,244936,244870,245257,246672
050,12,117,00000,00000,00000,Seminole County,Florida,422718,422718,423211,425071
157,12,117,00950,00000,00000,Altamonte Springs city,Florida,41496,41496,41544,41727
157,12,117,11050,00000,00000,Casselberry city,Florida,26241,26241,26273,26387
157,12,117,38425,00000,00000,Lake Mary city,Florida,13822,13822,13837,13900
157,12,117,41250,00000,00000,Longwood city,Florida,13657,13657,13672,13732
157,12,117,53575,00000,00000,Oviedo city,Florida,33342,33342,33381,33528
157,12,117,63650,00000,00000,Sanford city,Florida,53570,53633,53695,53926
157,12,117,78325,00000,00000,Winter Springs city,Florida,33282,33282,33320,33468
157,12,117,99990,00000,00000,Balance of Seminole County,Florida,207308,207245,207489,208403
050,12,119,00000,00000,00000,Sumter County,Florida,93420,93420,94320,97756
157,12,119,09625,00000,00000,Bushnell city,Florida,2418,2418,2439,2524
157,12,119,11325,00000,00000,Center Hill city,Florida,988,988,998,1038
157,12,119,13400,00000,00000,Coleman city,Florida,703,694,702,731
157,12,119,75600,00000,00000,Webster city,Florida,785,785,794,825
157,12,119,77675,00000,00000,Wildwood city,Florida,6709,6709,6779,7043
157,12,119,99990,00000,00000,Balance of Sumter County,Florida,81817,81826,82608,85595
050,12,121,00000,00000,00000,Suwannee County,Florida,41551,41551,41536,41972
157,12,121,08175,00000,00000,Branford town,Florida,712,712,712,720
157,12,121,40875,00000,00000,Live Oak city,Florida,6850,6850,6848,6918
157,12,121,99990,00000,00000,Balance of Suwannee County,Florida,33989,33989,33976,34334
050,12,123,00000,00000,00000,Taylor County,Florida,22570,22568,22575,22691
157,12,123,56150,00000,00000,Perry city,Florida,7017,6987,6990,7030
157,12,123,99990,00000,00000,Balance of Taylor County,Florida,15553,15581,15585,15661
050,12,125,00000,00000,00000,Union County,Florida,15535,15535,15553,15388
157,12,125,37650,00000,00000,Lake Butler city,Florida,1897,1897,1899,1871
157,12,125,59400,00000,00000,Raiford town,Florida,255,255,255,251
157,12,125,78775,00000,00000,Worthington Springs town,Florida,181,181,181,178
157,12,125,99990,00000,00000,Balance of Union County,Florida,13202,13202,13218,13088
050,12,127,00000,00000,00000,Volusia County,Florida,494593,494597,494652,494804
157,12,127,16525,00000,00000,Daytona Beach city,Florida,61005,61005,61011,61028
157,12,127,16550,00000,00000,Daytona Beach Shores city,Florida,4247,4251,4251,4253
157,12,127,16675,00000,00000,DeBary city,Florida,19320,19315,19316,19324
157,12,127,16875,00000,00000,DeLand city,Florida,27031,27031,27033,27041
157,12,127,17200,00000,00000,Deltona city,Florida,85182,85182,85191,85219
157,12,127,19825,00000,00000,Edgewater city,Florida,20750,20753,20756,20761
157,12,127,22550,00000,00000,Flagler Beach city (pt.),Florida,60,60,60,60
157,12,127,31350,00000,00000,Holly Hill city,Florida,11659,11659,11660,11663
157,12,127,38025,00000,00000,Lake Helen city,Florida,2624,2624,2625,2625
157,12,127,48625,00000,00000,New Smyrna Beach city,Florida,22464,22471,22473,22481
157,12,127,50450,00000,00000,Oak Hill city,Florida,1792,1792,1793,1793
157,12,127,51825,00000,00000,Orange City city,Florida,10599,10719,10721,10724
157,12,127,53150,00000,00000,Ormond Beach city,Florida,38137,38137,38142,38153
157,12,127,56425,00000,00000,Pierson town,Florida,1736,1736,1735,1738
157,12,127,58200,00000,00000,Ponce Inlet town,Florida,3032,3032,3033,3034
157,12,127,58575,00000,00000,Port Orange city,Florida,56048,56505,56512,56529
157,12,127,67325,00000,00000,South Daytona city,Florida,12252,12252,12254,12258
157,12,127,99990,00000,00000,Balance of Volusia County,Florida,116655,116073,116086,116120
050,12,129,00000,00000,00000,Wakulla County,Florida,30776,30776,30856,30978
157,12,129,62825,00000,00000,St. Marks city,Florida,293,293,294,296
157,12,129,66925,00000,00000,Sopchoppy city,Florida,457,457,459,460
157,12,129,99990,00000,00000,Balance of Wakulla County,Florida,30026,30026,30103,30222
050,12,131,00000,00000,00000,Walton County,Florida,55043,55043,55300,55793
157,12,131,16800,00000,00000,DeFuniak Springs city,Florida,5177,5177,5202,5248
157,12,131,24825,00000,00000,Freeport city,Florida,1787,1787,1795,1812
157,12,131,55475,00000,00000,Paxton town,Florida,644,644,648,654
157,12,131,99990,00000,00000,Balance of Walton County,Florida,47435,47435,47655,48079
050,12,133,00000,00000,00000,Washington County,Florida,24896,24896,24910,24935
157,12,133,10975,00000,00000,Caryville town,Florida,411,411,411,412
157,12,133,11975,00000,00000,Chipley city,Florida,3605,3605,3607,3611
157,12,133,19725,00000,00000,Ebro town,Florida,270,270,270,271
157,12,133,74125,00000,00000,Vernon city,Florida,687,687,688,688
157,12,133,75450,00000,00000,Wausau town,Florida,383,383,383,383
157,12,133,99990,00000,00000,Balance of Washington County,Florida,19540,19540,19551,19570
