32571,12,200,FL,PACE,1200200,-87.1529,30.623592,11574,1
32577,12,102,FL,MOLINO,1200102,-87.36264,30.72471,1908,1
32578,12,300,FL,NICEVILLE,1200300,-86.45,30.50127,12859,0.967351
32578,12,400,FL,NICEVILLE,1200400,-86.380335,30.46219,434,0.032649
32579,12,300,FL,SHALIMAR,1200300,-86.572627,30.445722,4714,1
32580,12,300,FL,VALPARAISO,1200300,-86.498055,30.509225,1849,1
32583,12,200,FL,MILTON,1200200,-87.024429,30.590598,9765,1
32601,12,1001,FL,GAINESVILLE,1201001,-82.328095,29.649336,9381,1
32603,12,1001,FL,GAINESVILLE,1201001,-82.349904,29.652292,2316,1
32605,12,1001,FL,GAINESVILLE,1201001,-82.36562,29.680013,10543,1
32606,12,1001,FL,GAINESVILLE,1201001,-82.385265,29.685706,1313,0.124208
32606,12,1002,FL,GAINESVILLE,1201002,-82.425671,29.681543,9258,0.875792
32607,12,1001,FL,GAINESVILLE,1201001,-82.388752,29.648363,5167,0.355071
32607,12,1002,FL,GAINESVILLE,1201002,-82.411313,29.641442,9385,0.644928
32608,12,1001,FL,GAINESVILLE,1201001,-82.355782,29.626288,6399,0.27852
32608,12,1002,FL,GAINESVILLE,1201002,-82.403314,29.608512,16576,0.721479
32609,12,1001,FL,GAINESVILLE,1201001,-82.316141,29.680648,6391,0.780723
32609,12,1002,FL,GAINESVILLE,1201002,-82.298758,29.776008,1795,0.219277
32612,12,1001,FL,GAINESVILLE,1201001,-82.364093,29.641158,13,1
32615,12,1002,FL,SANTA FE,1201002,-82.488124,29.788574,6302,1
32616,12,1002,FL,32616,1201002,-82.492958,29.791375,355,1
32617,12,1501,FL,ANTHONY,1201501,-82.097189,29.312556,1483,0.825724
32617,12,1502,FL,ANTHONY,1201502,-82.054347,29.309094,313,0.174276
32618,12,800,FL,ARCHER,1200800,-82.593986,29.502497,800,0.231014
32618,12,1002,FL,ARCHER,1201002,-82.502019,29.556035,2663,0.768986
32619,12,800,FL,BELL,1200800,-82.879696,29.760482,2301,1
32621,12,800,FL,BRONSON,1200800,-82.611298,29.445092,2281,1
32622,12,900,FL,BROOKER,1200900,-82.319533,29.898201,439,0.735343
32622,12,1002,FL,BROOKER,1201002,-82.35526,29.856816,158,0.264657
32625,12,800,FL,CEDAR KEY,1200800,-83.011606,29.176939,1172,1
32626,12,800,FL,CHIEFLAND,1200800,-82.893864,29.468419,4186,1
32628,12,800,FL,CROSS CITY,1200800,-83.121242,29.632309,1644,1
32631,12,1002,FL,EARLETON,1201002,-82.097951,29.738538,169,1
32639,12,800,FL,GULF HAMMOCK,1200800,-82.72464,29.237968,265,1
32640,12,1002,FL,HAWTHORNE,1201002,-82.110642,29.584946,2511,0.441378
32640,12,1400,FL,HAWTHORNE,1201400,-81.999482,29.598886,3178,0.558622
32641,12,1001,FL,32641,1201001,-82.289311,29.643964,4991,0.914103
32641,12,1002,FL,32641,1201002,-82.190814,29.645668,469,0.085897
32643,12,800,FL,HIGH SPRINGS,1200800,-82.709353,29.806393,888,0.18332
32643,12,900,FL,HIGH SPRINGS,1200900,-82.604287,29.894079,641,0.132329
