Valparaiso;5111;5036;1.5%;5036;3.7%;13.6%;14.1%;41.0%;84.6%;5.7%;0.6%;3.6%;0.2%;4.5%;5.5%;80.8%;58.5%;6.6%;9.4%;95.4%;34.1%;1087;16.9;1939;61.4%;27.6%;$195,000;1906;2.24;$26,071;$43,798;5.2%;Valparaiso;378;F;F;F;F;S;21.4%;NA;D;22004;$3,605;2000;Valparaiso;11.85;425.1;73675;Okaloosa County
Okeechobee;5585;5621;-0.6%;5621;7.0%;25.0%;16.7%;50.1%;75.5%;9.1%;1.5%;0.8%;0.1%;2.3%;25.2%;62.7%;84.6%;8.0%;20.1%;75.5%;12.3%;420;23.6;2251;64.0%;14.0%;$135,600;1907;2.7;$23,347;$43,670;22.7%;Okeechobee;1093;S;F;S;F;S;S;NA;47144;226863;$38,846;D;Okeechobee;4.07;1381.4;51200;Okeechobee County
Apopka;44474;41604;6.9%;41542;8.1%;27.4%;10.0%;51.5%;64.3%;20.7%;0.3%;3.2%;0.1%;3.3%;25.4%;49.5%;87.8%;17.7%;28.0%;88.0%;28.6%;2760;30.4;15707;81.4%;10.3%;$207,700;14675;2.75;$27,176;$58,996;10.1%;Apopka;3541;12.8%;F;S;F;S;S;173162;128595;567689;$15,141;51907;Apopka;31.24;1329.6;1700;Orange County
Maitland;16337;15751;3.7%;15751;5.0%;21.8%;13.8%;51.8%;80.6%;11.1%;0.2%;3.5%;Z;2.5%;10.4%;73.6%;81.7%;13.8%;16.3%;95.8%;56.5%;1071;22.7;8137;64.8%;43.4%;$345,300;6470;2.41;$45,163;$74,974;6.5%;Maitland;3150;2.4%;F;S;F;3.8%;28.3%;NA;727004;389391;$26,693;50198;Maitland;5.27;2989.9;42575;Orange County
Ocoee;38354;35731;7.3%;35579;7.1%;27.7%;8.7%;51.2%;66.8%;17.5%;0.4%;5.5%;0.1%;3.4%;20.8%;53.6%;86.8%;17.8%;22.7%;84.8%;27.7%;1926;28.1;12802;76.6%;10.7%;$213,000;11677;2.97;$26,604;$61,653;9.7%;Ocoee;3555;S;F;S;F;17.4%;26.7%;NA;551563;573717;$18,068;54943;Ocoee;14.71;2418.5;51075;Orange County
Orlando;249562;238304;4.7%;238300;7.1%;21.9%;9.4%;51.4%;57.6%;28.1%;0.4%;3.8%;0.1%;3.4%;25.4%;41.3%;70.9%;18.8%;32.3%;86.7%;31.9%;13116;24.7;121254;40.6%;57.3%;$199,600;98067;2.37;$25,864;$42,755;17.3%;Orlando;30564;12.1%;S;5.0%;0.2%;18.6%;28.6%;5742117;5439593;7481230;$32,493;1514522;Orlando;102.4;2327.3;53000;Orange County
Winter Garden;37063;34684;6.9%;34568;7.8%;28.1%;9.6%;51.6%;68.8%;16.0%;0.4%;5.1%;0.1%;3.6%;22.0%;54.3%;80.0%;16.2%;25.0%;89.3%;32.7%;1704;25.9;13260;70.7%;16.7%;$247,600;10453;3.1;$25,762;$65,424;7.5%;Winter Garden;3542;S;F;S;F;S;29.9%;212411;303293;298046;$10,453;25671;Winter Garden;15.41;2243.2;78250;Orange County
Winter Park;28924;27852;3.8%;27852;4.3%;18.3%;19.9%;53.2%;86.9%;7.6%;0.2%;2.3%;Z;1.8%;7.0%;81.7%;81.6%;7.6%;12.3%;93.4%;52.1%;2404;20;13626;63.6%;30.1%;$363,500;11877;2.22;$46,566;$57,432;12.5%;Winter Park;5475;S;F;2.5%;F;3.8%;26.1%;NA;230927;785392;$27,980;151994;Winter Park;8.68;3208.4;78300;Orange County
Kissimmee;63369;59649;6.2%;59682;7.4%;25.7%;9.4%;51.4%;66.1%;12.4%;0.6%;3.4%;0.1%;4.7%;58.9%;26.2%;81.0%;25.1%;59.2%;80.3%;14.4%;2842;26.6;26275;44.6%;46.2%;$151,300;21808;2.74;$17,633;$38,158;19.6%;Kissimmee;9103;9.5%;F;6.1%;S;41.6%;26.4%;NA;D;1003215;$16,263;291539;Kissimmee;21.19;2816;36950;Osceola County
Belle Glade;17817;17461;2.0%;17467;9.5%;31.4%;10.0%;50.0%;31.1%;56.3%;0.2%;0.5%;0.2%;2.0%;34.2%;8.8%;91.4%;26.0%;35.8%;61.9%;13.1%;464;22.7;6368;41.9%;47.0%;$138,600;5618;3.12;$14,442;$27,895;38.1%;Belle Glade;1064;34.8%;F;9.2%;F;18.3%;S;NA;236082;153722;$9,120;15320;Belle Glade;5.62;3109.1;5200;Palm Beach County
Boca Raton;87836;84392;4.1%;84392;3.9%;17.2%;21.0%;51.1%;88.5%;5.2%;0.2%;2.4%;0.1%;1.6%;11.9%;79.1%;83.9%;18.2%;22.7%;94.4%;50.7%;6268;20.1;44539;72.3%;46.6%;$395,800;35615;2.31;$49,491;$71,414;10.6%;Boca Raton;20503;2.6%;0.2%;2.6%;F;S;20.9%;385220;5249751;2348476;$27,398;682847;Boca Raton;29.33;2877.2;7300;Palm Beach County
Boynton Beach;70101;68217;2.8%;68217;5.8%;19.3%;21.4%;52.8%;62.4%;30.3%;0.3%;2.2%;Z;2.2%;12.8%;53.6%;83.0%;24.9%;30.5%;84.8%;25.6%;5718;22.1;36289;67.2%;45.3%;$172,700;28799;2.33;$26,887;$45,156;15.1%;Boynton Beach;8843;18.0%;S;S;F;S;34.2%;108101;457449;1191849;$17,610;137997;Boynton Beach;16.18;4217.4;7875;Palm Beach County
Delray Beach;62357;60580;2.9%;60522;4.7%;16.1%;23.6%;51.9%;65.7%;28.0%;0.2%;1.8%;0.1%;1.7%;9.5%;59.2%;82.1%;20.2%;25.4%;85.1%;34.8%;5294;22.2;34156;66.1%;50.9%;$234,700;27075;2.23;$37,964;$49,823;13.9%;Delray Beach;9294;11.0%;F;S;F;8.0%;28.5%;152321;477911;1568835;$24,558;218434;Delray Beach;15.81;3828.3;17100;Palm Beach County
Jupiter;57221;55276;3.5%;55156;4.5%;19.4%;20.0%;50.3%;90.6%;1.5%;0.5%;2.0%;Z;1.7%;12.7%;82.6%;86.7%;13.6%;16.0%;91.9%;41.9%;5409;23.4;29825;72.9%;36.3%;$293,400;22905;2.33;$43,336;$66,370;8.5%;Jupiter;8438;S;S;S;F;S;24.0%;515673;401616;828519;$16,607;131983;Jupiter;21.47;2569.5;35875;Palm Beach County
Lake Worth;35786;34910;2.5%;34910;7.4%;22.2%;11.2%;46.0%;60.0%;19.8%;5.6%;1.0%;0.1%;4.6%;39.6%;38.1%;76.7%;41.7%;54.1%;67.0%;19.4%;1563;27.2;16473;51.6%;45.6%;$161,700;12240;2.8;$18,661;$37,288;27.8%;Lake Worth;5395;10.0%;F;1.8%;F;S;26.7%;146235;364434;312050;$8,784;47136;Lake Worth;5.87;5945.2;39075;Palm Beach County
Pahokee;5962;5649;5.5%;5649;8.0%;28.9%;11.9%;48.9%;28.9%;56.1%;0.3%;0.3%;0.1%;2.9%;33.8%;9.7%;93.4%;19.0%;32.1%;53.3%;9.0%;101;25.5;2002;60.8%;20.9%;$109,500;1681;3.3;$14,236;$34,159;33.4%;Pahokee;368;S;F;F;F;S;S;NA;5390;12224;$1,841;3264;Pahokee;5.54;1019.1;53800;Palm Beach County
Palm Beach;8532;8348;2.2%;8348;1.7%;6.9%;55.8%;55.2%;97.4%;0.6%;Z;1.0%;0.0%;0.5%;3.9%;94.1%;91.8%;15.5%;12.7%;96.6%;57.9%;1510;16.4;9091;85.4%;70.9%;$913,700;4856;1.76;$135,147;$109,167;4.8%;Palm Beach;2148;F;F;F;F;S;21.0%;NA;51408;441514;$46,203;300191;Palm Beach;4.18;1997.6;54025;Palm Beach County
North Palm Beach;12272;12013;2.2%;12015;3.3%;14.0%;29.3%;51.1%;93.3%;2.7%;0.1%;1.7%;Z;1.3%;6.9%;87.8%;90.6%;8.0%;9.7%;95.2%;39.3%;1653;20.5;7710;78.1%;61.0%;$268,800;6112;1.98;$49,117;$62,587;6.0%;North Palm Beach;1908;S;F;F;F;S;45.5%;NA;22801;75478;$6,188;15186;North Palm Beach;3.59;3347.7;49600;Palm Beach County
Palm Beach Gardens;49889;48454;3.0%;48452;4.4%;16.4%;25.3%;53.1%;89.3%;4.4%;0.2%;3.1%;Z;1.6%;8.9%;82.3%;84.5%;15.9%;17.0%;94.1%;47.0%;4546;20.5;27663;74.6%;31.1%;$323,200;21777;2.17;$56,119;$71,349;6.0%;Palm Beach Gardens;8236;S;F;3.3%;F;S;22.6%;135504;185847;1380244;$28,383;277663;Palm Beach Gardens;55.09;879.5;54075;Palm Beach County
West Palm Beach;101903;99923;2.0%;99919;6.4%;19.9%;16.0%;51.3%;56.7%;32.5%;0.5%;2.3%;0.1%;2.7%;22.6%;41.6%;79.9%;27.3%;30.2%;83.5%;29.9%;6677;22.4;54179;52.9%;52.8%;$220,900;40974;2.32;$30,584;$45,806;18.8%;West Palm Beach;15657;14.8%;S;4.3%;F;17.0%;28.5%;473641;1068013;3028774;$30,578;326623;West Palm Beach;55.29;1807.1;76600;Palm Beach County
Dade City;6510;6445;1.0%;6437;6.5%;24.5%;17.5%;54.5%;67.3%;20.4%;0.4%;0.4%;0.2%;2.5%;20.6%;57.2%;75.3%;11.6%;15.2%;70.3%;15.4%;465;20.8;3049;50.3%;33.1%;$113,000;2262;2.76;$14,704;$27,045;35.3%;Dade City;S;S;S;S;S;S;S;NA;116942;210024;$29,791;16320;Dade City;5.92;1087.7;16125;Pasco County
Holiday;X;X;X;22403;5.8%;20.0%;21.2%;51.4%;89.5%;4.1%;0.5%;1.4%;Z;2.3%;10.0%;82.7%;82.5%;9.5%;13.0%;82.4%;10.1%;2887;29.4;12484;73.8%;9.6%;$97,600;9505;2.31;$19,947;$36,888;16.2%;Holiday;1846;S;F;S;F;S;29.7%;NA;27217;226691;NA;17583;Holiday;5.37;4168.8;31075;Pasco County
Hudson;X;X;X;12158;3.0%;12.6%;34.8%;51.1%;95.3%;0.7%;0.4%;1.2%;Z;1.5%;5.0%;91.6%;86.3%;6.2%;3.9%;85.0%;17.9%;1822;28.1;7848;79.1%;7.9%;$151,200;5584;2.07;$24,511;$34,596;17.8%;Hudson;1426;F;S;F;F;S;S;NA;33702;134550;NA;D;Hudson;6.32;1925;32825;Pasco County
Land O Lakes;X;X;X;31996;5.5%;24.7%;11.4%;50.4%;86.8%;5.0%;0.3%;2.9%;0.1%;2.6%;15.2%;75.2%;86.7%;11.6%;17.3%;92.7%;33.4%;3129;30.2;13114;82.3%;6.5%;$211,300;11911;2.77;$29,735;$69,192;4.9%;Land O' Lakes;4882;S;F;S;F;13.3%;27.4%;NA;56376;265335;NA;39139;Land O' Lakes;19.04;1680.7;39200;Pasco County
New Port Richey;14934;14903;0.2%;14911;5.2%;17.9%;23.9%;51.9%;88.9%;3.0%;0.5%;1.4%;Z;2.7%;11.2%;82.4%;78.7%;8.7%;11.8%;83.7%;10.0%;1941;25;8693;57.5%;33.5%;$94,100;6756;2.17;$20,337;$29,164;20.7%;New Port Richey;2391;S;F;S;F;S;S;D;56383;276039;$15,931;35632;New Port Richey;4.53;3290.2;48500;Pasco County
Spring Hill;X;X;X;98621;5.3%;21.6%;22.2%;52.5%;88.1%;5.1%;0.4%;1.4%;Z;2.5%;13.6%;78.5%;86.0%;7.4%;13.0%;86.5%;15.3%;11675;30.8;44435;81.4%;4.6%;$149,400;38739;2.51;$21,703;$43,499;12.4%;Spring Hill;7604;S;1.0%;S;F;11.1%;29.5%;NA;15904;763356;NA;75679;Spring Hill;59.81;1649;68350;Hernando County
Wesley Chapel;X;X;X;44092;7.5%;28.3%;8.9%;51.6%;75.0%;11.4%;0.3%;5.7%;0.1%;3.6%;20.1%;60.6%;80.3%;14.3%;23.3%;93.5%;34.1%;3682;33;17764;78.3%;9.0%;$184,600;14862;2.79;$30,191;$71,408;7.2%;Wesley Chapel;1754;S;F;S;F;22.0%;S;NA;1785;451828;NA;13425;Wesley Chapel;43.9;1004.4;75875;Pasco County
Zephyrhills;13830;13256;4.3%;13288;5.8%;18.7%;28.5%;53.7%;88.7%;4.9%;0.2%;1.4%;Z;2.0%;10.4%;82.3%;76.1%;7.8%;8.9%;81.2%;13.6%;2043;25.2;7702;65.6%;19.3%;$112,500;5823;2.21;$20,698;$36,566;15.9%;Zephyrhills;1090;F;F;S;F;S;31.6%;D;3851;323123;$24,837;32808;Zephyrhills;8.88;1496.7;79225;Pasco County
Clearwater;108732;108258;0.4%;107685;5.3%;18.7%;19.8%;51.7%;79.8%;10.9%;0.5%;2.1%;0.1%;2.4%;14.2%;71.1%;84.9%;15.9%;18.9%;87.3%;26.9%;10353;21.7;59156;62.9%;49.2%;$179,900;46781;2.23;$27,409;$41,986;15.5%;Clearwater;13312;S;S;3.1%;F;5.1%;23.8%;219563;902381;2938827;$27,680;361349;Clearwater;25.56;4212.7;12875;Pinellas County
Dunedin;35444;35321;0.3%;35321;3.7%;14.9%;27.9%;53.6%;91.6%;3.3%;0.3%;1.6%;0.1%;1.8%;5.9%;87.4%;83.0%;9.6%;11.0%;90.4%;26.6%;3768;23.9;21113;67.7%;38.9%;$184,800;16100;2.15;$29,712;$48,420;9.3%;Dunedin;3618;S;0.9%;S;F;5.1%;33.5%;NA;81373;224984;$6,227;48715;Dunedin;10.36;3410.7;18575;Pinellas County
Largo;77878;77849;Z;77648;4.5%;15.6%;26.0%;52.8%;86.3%;5.6%;0.3%;2.7%;0.2%;2.4%;9.0%;80.8%;82.5%;12.0%;12.4%;86.5%;19.2%;9976;21.1;46859;61.4%;39.1%;$114,900;36029;2.09;$25,470;$40,493;12.9%;Largo;6866;S;F;S;F;4.4%;26.9%;640861;D;1308043;$17,717;127749;Largo;17.62;4407.3;39425;Pinellas County
Oldsmar;13703;13622;0.6%;13591;5.9%;23.7%;12.4%;52.0%;84.0%;5.4%;0.2%;5.9%;0.1%;2.4%;11.4%;75.5%;84.8%;10.7%;16.1%;89.1%;26.0%;1228;26.7;5871;73.6%;25.3%;$177,400;4914;2.72;$28,042;$55,114;9.7%;Oldsmar;1837;S;F;1.5%;F;S;S;214454;343867;306097;$22,629;70162;Oldsmar;8.7;1561.6;51350;Pinellas County
Palm Harbor;X;X;X;57439;3.5%;17.4%;23.2%;53.0%;93.5%;2.0%;0.2%;1.6%;Z;1.8%;5.9%;88.9%;86.7%;8.9%;10.1%;92.9%;31.0%;7118;26.8;30339;78.2%;28.7%;$200,600;26195;2.24;$33,726;$54,133;7.2%;Palm Harbor;6846;S;S;S;F;3.8%;27.9%;NA;389857;547087;NA;143031;Palm Harbor;17.38;3304.5;54350;Pinellas County
Pinellas Park;49686;49120;1.2%;49079;5.3%;19.5%;18.6%;51.4%;81.7%;4.7%;0.3%;7.3%;0.1%;2.7%;10.7%;75.1%;88.0%;14.8%;19.9%;84.2%;18.5%;5481;21;23458;71.8%;20.4%;$132,600;20370;2.37;$22,433;$43,132;12.6%;Pinellas Park;5153;2.9%;F;S;F;5.2%;22.7%;2230742;1030532;2770046;$58,561;128820;Pinellas Park;15.51;3165.2;56975;Pinellas County
Safety Harbor;16970;16885;0.5%;16884;4.4%;19.2%;19.5%;52.5%;89.7%;4.5%;0.2%;2.6%;Z;2.0%;5.8%;85.3%;88.9%;10.6%;10.9%;91.1%;34.2%;1964;22.9;8062;80.9%;14.2%;$235,500;7147;2.31;$35,598;$60,611;8.3%;Safety Harbor;2205;S;F;S;F;S;34.5%;NA;78606;105540;$6,155;43347;Safety Harbor;4.9;3445.7;62425;Pinellas County
Seminole;17267;17233;0.2%;17233;3.0%;14.3%;31.7%;54.7%;93.9%;1.4%;0.3%;2.3%;Z;1.3%;4.4%;90.5%;86.1%;10.1%;10.3%;89.5%;30.0%;2317;24.5;10344;77.7%;42.6%;$164,300;8086;2.07;$30,556;$47,013;8.5%;Seminole;2224;S;F;S;F;S;27.2%;NA;D;362930;$18,918;37962;Seminole;5.1;3381.7;64975;Pinellas County
Tarpon Springs;23657;23484;0.7%;23484;4.4%;18.3%;24.3%;52.0%;88.1%;6.4%;0.3%;1.4%;0.1%;2.1%;7.3%;83.2%;84.2%;10.9%;17.3%;88.7%;24.8%;3005;28.9;12433;78.5%;25.4%;$190,500;9610;2.37;$27,676;$44,826;14.3%;Tarpon Springs;2880;S;F;3.8%;F;S;28.8%;NA;89924;483770;$20,507;43687;Tarpon Springs;9.11;2577;71150;Pinellas County
Auburndale;13918;13507;3.0%;13507;6.6%;25.5%;13.9%;51.7%;80.0%;12.8%;0.4%;1.2%;Z;2.2%;13.1%;71.7%;77.8%;12.1%;17.0%;79.1%;14.3%;981;26.7;5670;68.1%;16.3%;$140,800;4604;2.88;$19,597;$42,099;19.8%;Auburndale;1628;S;F;F;F;S;S;568210;502694;264123;$19,302;19905;Auburndale;13.49;1001.6;2550;Polk County
Bartow;17665;17298;2.1%;17298;7.6%;25.8%;14.8%;53.0%;67.6%;23.7%;0.3%;1.1%;0.1%;2.5%;14.7%;59.1%;81.5%;6.9%;12.8%;81.5%;17.6%;1572;24;7130;67.9%;16.6%;$126,600;6091;2.65;$20,473;$46,034;17.3%;Bartow;1408;S;F;S;F;6.5%;S;1145684;66840;430408;$25,572;33555;Bartow;45.87;377.1;3675;Polk County
Fort Meade;5744;5653;1.6%;5626;7.4%;25.6%;19.0%;50.7%;68.3%;18.2%;0.5%;0.3%;Z;1.9%;26.1%;54.2%;86.4%;8.0%;24.6%;75.1%;10.7%;432;24.8;2453;67.4%;6.8%;$87,000;2065;2.76;$19,081;$41,124;16.5%;Fort Meade;327;F;F;F;F;S;F;NA;37040;59682;$10,410;D;Fort Meade;5.04;1116.9;24100;Polk County
Haines City;21008;20552;2.2%;20535;8.8%;28.0%;15.0%;50.6%;53.4%;27.5%;0.5%;1.4%;Z;2.7%;38.9%;31.8%;81.3%;26.7%;42.8%;73.0%;14.4%;1174;30.7;9076;61.3%;18.2%;$100,200;6840;2.93;$15,928;$36,261;25.8%;Haines City;1767;S;F;S;F;S;S;NA;57863;252503;$13,574;23129;Haines City;18.39;1116.8;28400;Polk County
Kathleen;X;X;X;6332;6.4%;26.2%;10.9%;50.3%;90.5%;2.1%;0.5%;0.6%;Z;2.4%;12.1%;83.4%;74.4%;7.2%;11.3%;75.2%;12.2%;423;29.8;2397;78.2%;0.0%;$128,200;2243;3.18;$17,683;$47,022;22.6%;Kathleen;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Kathleen;7.2;880.1;35950;Polk County
Kissimmee;63369;59649;6.2%;59682;7.4%;25.7%;9.4%;51.4%;66.1%;12.4%;0.6%;3.4%;0.1%;4.7%;58.9%;26.2%;81.0%;25.1%;59.2%;80.3%;14.4%;2842;26.6;26275;44.6%;46.2%;$151,300;21808;2.74;$17,633;$38,158;19.6%;Kissimmee;9103;9.5%;F;6.1%;S;41.6%;26.4%;NA;D;1003215;$16,263;291539;Kissimmee;21.19;2816;36950;Osceola County
Lake Alfred;5120;5015;2.1%;5015;7.3%;25.2%;16.1%;51.1%;71.3%;17.5%;0.4%;1.7%;0.0%;2.2%;16.0%;63.1%;79.6%;11.3%;14.1%;86.8%;18.7%;356;23.8;2169;72.9%;16.5%;$118,300;1760;2.82;$17,225;$32,397;23.8%;Lake Alfred;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Lake Alfred;9.28;540.5;37525;Polk County
Lake Wales;14700;14225;3.3%;14225;7.0%;23.8%;23.0%;52.6%;65.0%;27.5%;0.5%;0.8%;0.1%;2.2%;15.6%;55.0%;80.3%;8.5%;15.7%;78.3%;18.1%;1400;21.9;6900;59.8%;30.3%;$139,400;5674;2.42;$18,155;$36,049;25.5%;Lake Wales;1262;S;F;S;F;S;26.7%;D;165398;514993;$36,418;32893;Lake Wales;18.69;761;38950;Polk County
Lakeland;99999;97430;2.6%;97422;6.2%;21.0%;20.7%;53.1%;70.8%;20.9%;0.3%;1.8%;0.1%;2.7%;12.6%;63.1%;77.8%;9.9%;14.4%;86.4%;23.5%;9376;21.8;48218;56.8%;30.9%;$136,300;40448;2.31;$24,306;$40,650;15.8%;Lakeland;9795;6.3%;F;4.4%;F;8.4%;21.6%;1001515;10346834;2250085;$24,334;261091;Lakeland;65.27;1492.6;38250;Polk County
Winter Haven;34975;33874;3.3%;33874;6.5%;22.3%;22.3%;53.7%;64.7%;27.7%;0.3%;2.0%;0.1%;2.3%;11.0%;58.1%;78.8%;10.6%;17.9%;83.1%;17.1%;2952;24.4;17037;60.1%;33.1%;$125,000;13798;2.39;$21,107;$36,895;22.3%;Winter Haven;4088;12.6%;S;S;F;6.9%;26.3%;279238;205695;667524;$20,600;69952;Winter Haven;31.3;1082.3;78275;Polk County
Palatka;10472;10558;-0.8%;10558;9.0%;28.2%;15.8%;54.3%;46.3%;49.8%;0.3%;0.6%;Z;1.6%;4.6%;43.8%;78.4%;1.5%;4.6%;79.3%;13.8%;1002;17.8;4533;44.2%;38.9%;$110,300;4128;2.43;$14,070;$20,116;37.6%;Palatka;1376;10.5%;F;S;F;S;S;D;66858;447042;$41,616;31613;Palatka;8.55;1235.3;53875;Putnam County
Gulf Breeze;5979;5763;3.7%;5763;3.2%;21.3%;20.3%;51.5%;95.7%;0.3%;0.6%;1.4%;Z;1.3%;2.6%;93.8%;91.1%;8.1%;8.9%;97.1%;39.7%;925;18.9;2673;75.8%;19.3%;$290,400;2118;2.74;$39,264;$76,875;6.1%;Gulf Breeze;1230;S;F;F;F;S;32.0%;NA;8787;50452;$7,780;14007;Gulf Breeze;4.68;1231.1;28000;Santa Rosa County
Milton;9140;8826;3.6%;8826;7.3%;24.6%;15.0%;51.9%;77.4%;13.9%;0.7%;2.2%;0.3%;4.0%;4.8%;74.7%;81.3%;6.5%;6.3%;84.1%;20.3%;1113;25.2;4021;65.0%;23.3%;$116,600;3677;2.31;$19,367;$37,629;16.7%;Milton;1167;S;F;S;F;F;28.4%;NA;D;194587;$22,809;28831;Milton;5.46;1616.5;45750;Santa Rosa County
Navarre;X;X;X;31378;7.2%;26.8%;9.2%;50.3%;83.2%;6.5%;0.5%;3.3%;0.2%;4.4%;7.0%;79.1%;79.3%;6.7%;10.2%;91.8%;28.3%;4989;29.8;12746;74.0%;6.7%;$211,100;11003;2.76;$27,417;$63,871;9.2%;Navarre;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Navarre;23;1364.1;48050;Santa Rosa County
Englewood;X;X;X;14863;1.8%;8.5%;47.3%;52.4%;97.1%;0.3%;0.2%;0.7%;Z;1.0%;2.5%;95.3%;86.8%;6.0%;5.1%;90.3%;19.4%;2897;22.4;10942;78.4%;10.0%;$144,400;7914;1.91;$26,069;$38,433;12.2%;Englewood;1807;F;F;F;F;F;S;NA;5897;284313;NA;20508;Englewood;9.79;1517.7;20825;Sarasota County
North Port;58378;57337;1.8%;57357;6.2%;24.2%;17.9%;51.2%;87.6%;7.0%;0.3%;1.2%;0.1%;2.2%;8.7%;81.5%;82.5%;11.2%;12.5%;89.4%;16.7%;5894;27.7;27986;78.2%;6.8%;$152,500;20856;2.6;$23,163;$49,026;9.7%;North Port;4913;5.5%;F;S;F;S;S;NA;32288;257918;$4,827;20161;North Port;99.58;576;49675;Sarasota County
Osprey;X;X;X;6100;2.4%;14.6%;33.9%;51.4%;96.0%;0.5%;0.2%;1.9%;Z;1.1%;3.4%;93.0%;84.6%;12.8%;11.6%;95.2%;39.0%;907;23.8;3415;86.6%;9.0%;$382,200;2658;2.16;$56,086;$67,167;9.3%;Osprey;F;F;F;F;F;F;F;NA;NA;NA;NA;NA;Osprey;5.22;1169.3;53425;Sarasota County
Sarasota;52811;52006;1.5%;51917;5.2%;16.8%;22.4%;51.4%;75.4%;15.1%;0.4%;1.3%;Z;2.3%;16.6%;65.6%;77.2%;17.1%;20.0%;86.6%;27.2%;4451;19.2;29151;59.4%;43.6%;$205,800;22460;2.21;$32,329;$41,973;19.5%;Sarasota;9696;S;0.3%;S;F;6.5%;25.5%;93573;308427;1117591;$21,508;350145;Sarasota;14.66;3540.9;64175;Sarasota County
Venice;21054;20746;1.5%;20748;1.4%;6.1%;57.0%;55.2%;97.3%;0.6%;0.1%;0.7%;Z;0.7%;2.7%;95.2%;86.5%;6.9%;5.7%;93.4%;32.7%;4181;17.7;17328;73.4%;41.3%;$203,200;11183;1.8;$35,725;$46,646;8.7%;Venice;2650;F;F;F;F;S;S;315924;95673;511296;$24,543;56970;Venice;15.27;1358.9;73900;Sarasota County
Altamonte Springs;41920;41544;0.9%;41496;5.9%;19.9%;12.5%;53.0%;72.5%;13.8%;0.3%;3.4%;0.1%;3.7%;24.3%;57.1%;78.8%;14.8%;24.2%;92.2%;32.6%;2868;22.4;22088;50.4%;61.0%;$182,700;17396;2.38;$26,626;$47,942;9.9%;Altamonte Springs;5947;7.6%;F;3.7%;F;S;28.1%;NA;328148;1503780;$37,452;219115;Altamonte Springs;9.01;4604.5;950;Seminole County
Casselberry;26449;26241;0.8%;26241;5.4%;19.6%;14.1%;51.6%;80.1%;8.0%;0.4%;2.9%;0.1%;3.5%;22.6%;64.9%;85.8%;10.1%;20.4%;87.0%;22.6%;2327;27.3;12708;66.4%;31.4%;$162,600;10411;2.52;$23,758;$43,864;16.0%;Casselberry;2840;1.7%;F;S;F;11.4%;31.2%;NA;36071;578863;$23,415;49782;Casselberry;6.99;3751.9;11050;Seminole County
Lake Mary;14574;13822;5.4%;13822;5.0%;22.6%;14.1%;51.5%;84.5%;5.0%;0.3%;6.0%;Z;2.5%;10.2%;77.0%;90.3%;13.1%;15.7%;94.3%;40.9%;1102;24.1;5728;82.1%;14.1%;$299,700;4669;2.92;$36,186;$83,921;7.9%;Lake Mary;2672;S;F;S;F;S;23.5%;299619;473543;467903;$31,059;93355;Lake Mary;9.16;1508.8;38425;Seminole County
Longwood;13751;13658;0.7%;13657;5.1%;21.4%;16.4%;52.2%;85.5%;5.1%;0.5%;3.4%;0.1%;2.5%;15.8%;74.1%;90.8%;8.9%;14.5%;89.5%;24.9%;1063;24.9;5680;78.2%;4.8%;$200,100;4803;2.83;$25,816;$58,846;5.8%;Longwood;2791;S;F;5.9%;F;11.4%;26.1%;197494;439765;630289;$46,567;40589;Longwood;5.45;2505;41250;Seminole County
Oviedo;35291;33468;5.4%;33342;5.6%;28.2%;7.4%;50.8%;81.9%;8.6%;0.2%;3.8%;Z;2.8%;16.3%;69.5%;88.7%;9.1%;15.9%;94.9%;39.7%;2205;28.8;11720;81.8%;7.2%;$253,100;9879;3.32;$28,794;$83,742;6.7%;Oviedo;3498;S;F;4.8%;F;S;29.0%;NA;107602;310275;$10,110;41072;Oviedo;15.21;2192.3;53575;Seminole County
Sanford;54651;53653;1.9%;53570;8.0%;26.0%;9.3%;52.0%;57.3%;30.5%;0.5%;2.8%;0.1%;3.3%;20.2%;45.0%;80.2%;11.3%;19.3%;83.9%;21.2%;3601;25.5;23061;56.2%;34.2%;$156,300;18774;2.71;$20,346;$43,520;17.4%;Sanford;5117;13.3%;F;2.0%;F;12.9%;29.8%;701608;570480;1462260;$29,060;123813;Sanford;22.96;2333.4;63650;Seminole County
Winter Springs;33540;33282;0.8%;33282;4.4%;22.5%;13.3%;52.1%;86.6%;5.5%;0.3%;2.6%;0.1%;2.4%;15.0%;75.4%;87.7%;10.7%;15.3%;93.3%;38.7%;2633;27.3;14052;78.7%;14.1%;$231,500;11945;2.78;$33,163;$69,542;7.3%;Winter Springs;3195;S;S;S;F;S;38.1%;NA;30811;84239;$2,560;9575;Winter Springs;14.67;2269.3;78325;Seminole County
Saint Augustine;13407;12975;3.3%;12975;3.6%;13.1%;19.0%;53.1%;84.2%;11.6%;0.4%;1.2%;0.1%;1.6%;5.1%;80.5%;70.1%;5.6%;6.1%;87.2%;32.5%;1263;16.9;6978;54.7%;31.4%;$245,500;5594;2.08;$24,383;$38,325;22.0%;St. Augustine;4113;4.3%;0.9%;S;F;7.8%;S;NA;422891;502483;$40,859;163790;St. Augustine;9.43;1376.2;62500;St. Johns County
